9019066,25938
9026932,25947
9034515,25937
9042336,25940
9049881,25939
9056744,25936
9064563,25930
9072120,25935
9079930,25936
9087571,25933
9095358,25935
9102880,25938
9110666,25932
9118267,25931
9126139,25937
9133732,25925
9141531,25921
9149646,25928
9156484,25930
9164289,25918
9171829,25927
9179609,25925
9187227,25918
9195026,25925
9202643,25920
9210340,25918
9217835,25924
9225621,25920
9233207,25920
9241009,25922
9248635,25924
9256372,25911
9263960,25903
9271793,25907
9279379,25909
9287189,25902
9294804,25907
9302591,25901
9310169,25909
9324643,25906
9331552,25906
9339140,25901
9346940,25903
9354543,25903
9362386,25904
9376737,25896
9384373,25895
9392201,25894
9399826,25902
9407618,25899
9415201,25899
9422983,25892
9430606,25893
9438353,25902
9445929,25892
9453736,25897
9461337,25898
9469154,25893
9476759,25896
9484512,25903
9492142,25887
9499907,25888
9507509,25882
9514358,25886
9522209,25886
9529751,25889
9537566,25882
9545190,25884
9552948,25884
9560555,25888
9568330,25886
9576541,25883
9584346,25884
9591932,25886
9599752,25883
9614206,25867
9621979,25868
9629610,25868
9637347,25867
9644897,25872
9652701,25864
9660325,25871
9668175,25866
9675718,25876
9683468,25860
9691008,25866
9698784,25865
9706366,25864
9714216,25867
9721737,25867
9729490,25851
9736297,25853
9743857,25858
9751686,25851
9759276,25858
9767033,25857
9774648,25850
9783111,25853
9790714,25851
9798493,25856
9806088,25851
9812946,25853
9820744,25850
9828314,25847
9836097,25858
9843664,25851
9851428,25839
9859033,25837
9866836,25842
9873650,25833
9881179,25842
9888955,25835
9896510,25832
9904307,25834
9911868,25833
9919688,25830
9927306,25830
9934202,25835
9942077,25833
9949731,25830
9957550,25827
9965183,25826
9972966,25818
9980583,25817
9988372,25814
9996647,25807
10004375,25814
10011923,25815
10019749,25813
10027330,25812
10035131,25814
10042720,25813
10049572,25810
10057380,25817
10064949,25812
10072784,25810
10080339,25810
10088132,25809
10095730,25808
10103499,25797
10111114,25801
10118895,25801
10126493,25797
10134323,25797
10141887,25795
10149665,25792
10157247,25803
10165052,25797
10172689,25796
10180422,25791
10188029,25798
10195859,25799
10204085,25798
10217777,25785
10225537,25780
10233148,25778
10240928,25782
10248522,25781
10256338,25778
10263839,25785
10270656,25785
10278411,25787
10285969,25787
10293752,25778
10301372,25781
10309226,25783
10316758,25778
10324590,25778
10338253,25776
10345813,25780
10353582,25767
10361205,25781
10369004,25771
10376652,25771
10384405,25777
10392025,25779
10399855,25770
10407935,25769
10415779,25775
10423308,25771
10431119,25770
10438711,25771
10446572,25768
10454170,25758
10461980,25761
10469582,25760
10476425,25764
10484238,25761
10491781,25762
10499541,25753
10507114,25755
10514955,25752
10522542,25756
10530354,25754
10537899,25757
10545649,25755
10560080,25745
10573847,25738
10581485,25735
10589361,25740
10596985,25741
10604804,25738
10612404,25730
10620229,25735
10628442,25732
10636307,25734
10643835,25731
10650681,25739
10658467,25738
10666065,25735
10673865,25735
10681441,25734
10689249,25723
10696829,25723
10704653,25725
10712257,25718
10720043,25719
10727661,25719
10735409,25720
10742945,25721
10750740,25717
10758313,25724
10766134,25715
10773733,25717
10781490,25724
10789096,25716
10796925,25715
10804480,25719
10812279,25706
10819788,25705
10827564,25700
10835003,25703
10842646,25703
10850461,25696
10858068,25700
10865883,25698
10873430,25693
10881252,25697
10888807,25702
10896606,25700
10904217,25699
10912003,25705
10919571,25689
10934242,25688
10941837,25690
10949691,25683
10957341,25691
10965237,25682
10972843,25682
10980609,25691
10988217,25688
10995980,25686
11003606,25685
11010462,25691
11018290,25683
11025807,25684
11033589,25683
11041795,25688
11049592,25672
11056422,25672
11064015,25676
11071835,25680
11079423,25673
11087238,25673
11094822,25670
11102626,25673
11110231,25674
11117069,25674
11124860,25669
11131669,25670
11139236,25675
11147051,25675
11154646,25672
11162459,25669
11176128,25660
11183743,25665
11191465,25663
11199037,25664
11206847,25664
11214407,25662
11222223,25661
11229870,25657
11236796,25662
11244637,25665
11252807,25664
11260600,25663
11268209,25661
11276006,25661
11283590,25655
11291465,25652
11299045,25648
11306864,25656
11314474,25654
11322312,25647
11329848,25652
11337602,25647
11345170,25653
11351988,25648
11359757,25647
11367333,25641
11375126,25643
11382676,25644
11390446,25649
11398066,25653
11405929,25653
11413568,25636
11421443,25637
11429030,25637
11436852,25635
11444439,25632
11452303,25630
11460462,25633
11468302,25632
11475812,25634
11483604,25631
11490439,25630
11498045,25630
11505872,25630
11513453,25627
11521329,25635
11535742,25622
11543513,25622
11551089,25617
11557925,25613
11565719,25615
11573341,25617
11581151,25619
11588732,25611
11595548,25614
11603330,25610
11610191,25608
11617771,25617
11625559,25615
11633165,25613
11640995,25607
11655423,25602
11663266,25596
11671460,25608
11678315,25592
11686127,25604
11693717,25600
11701444,25594
11709073,25595
11715911,25598
11723710,25601
11730519,25605
11738152,25605
11745911,25598
11753466,25596
11761329,25599
11775755,25579
11782558,25590
11796966,25592
11804768,25584
11812446,25592
11820277,25584
11827831,25586
11835620,25585
11842492,25586
11850158,25587
11858017,25587
11865672,25576
11873458,25581
11881061,25581
11889356,25580
11896126,25583
11903732,25584
11911517,25582
11919085,25576
11926872,25569
11934416,25575
11942227,25576
11949785,25573
11957490,25576
11965093,25573
11972904,25574
11980485,25573
11988353,25573
11995986,25577
12010777,25569
12018363,25576
12026230,25566
12033811,25569
12041562,25567
12049171,25565
12057001,25570
12064651,25565
12072436,25568
12079978,25568
12087756,25571
12095863,25570
12103677,25563
12111302,25569
12119143,25570
12126761,25566
12134562,25565
12142151,25562
12149918,25564
12156747,25564
12164340,25562
12172177,25564
12179751,25563
12187504,25560
12195056,25565
12202813,25562
12210429,25561
12218250,25558
12225806,25556
12233639,25567
12241236,25567
12249040,25558
12256656,25565
12264403,25562
12271922,25561
12279695,25560
12287256,25561
12295086,25554
12303358,25556
12311254,25554
12318160,25558
12325069,25560
12332654,25554
12340503,25554
12348125,25548
12355965,25557
12363584,25557
12371386,25546
12378254,25544
12385778,25542
12393542,25539
12401078,25539
12408878,25549
12416443,25538
12424251,25549
12431839,25540
12438682,25544
12445497,25545
12453307,25542
12460864,25547
12468658,25536
12476284,25542
12484148,25540
12491785,25531
12498683,25538
12506547,25535
12514757,25531
12522558,25534
12530104,25532
12537920,25532
12545497,25534
12553310,25536
12560896,25531
12568670,25528
12576253,25531
12584096,25529
12591731,25534
12599444,25529
12607008,25531
12614761,25522
12622337,25522
12630147,25528
12636970,25524
12644584,25522
12652410,25527
12659969,25520
12667723,25531
12675326,25523
12683138,25527
12690751,25522
12698521,25527
12706158,25522
12713988,25521
12722208,25521
12735841,25523
12743613,25524
12751194,25518
12758035,25520
12765835,25522
12773421,25524
12781246,25526
12788797,25521
12796533,25524
12802730,25523
12810309,25524
12818079,25523
12825686,25521
12833443,25528
12841025,25521
12855705,25522
